49

0	100	25	11	0	0	0	100	50	20	10	0	0	0	25	20	13	8	0	0	0	11	10	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	0	100	25	11	0	0	50	100	50	20	10	0	0	20	25	20	13	8	0	0	10	11	10	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	100	0	100	25	11	0	20	50	100	50	20	10	0	13	20	25	20	13	8	0	8	10	11	10	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	25	100	0	100	25	11	10	20	50	100	50	20	10	8	13	20	25	20	13	8	6	8	10	11	10	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	11	25	100	0	100	25	0	10	20	50	100	50	20	0	8	13	20	25	20	13	0	6	8	10	11	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	11	25	100	0	100	0	0	10	20	50	100	50	0	0	8	13	20	25	20	0	0	6	8	10	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	11	25	100	0	0	0	0	10	20	50	100	0	0	0	8	13	20	25	0	0	0	6	8	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	50	20	10	0	0	0	0	100	25	11	0	0	0	100	50	20	10	0	0	0	25	20	13	8	0	0	0	11	10	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	100	50	20	10	0	0	100	0	100	25	11	0	0	50	100	50	20	10	0	0	20	25	20	13	8	0	0	10	11	10	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	50	100	50	20	10	0	25	100	0	100	25	11	0	20	50	100	50	20	10	0	13	20	25	20	13	8	0	8	10	11	10	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	20	50	100	50	20	10	11	25	100	0	100	25	11	10	20	50	100	50	20	10	8	13	20	25	20	13	8	6	8	10	11	10	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10	20	50	100	50	20	0	11	25	100	0	100	25	0	10	20	50	100	50	20	0	8	13	20	25	20	13	0	6	8	10	11	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	10	20	50	100	50	0	0	11	25	100	0	100	0	0	10	20	50	100	50	0	0	8	13	20	25	20	0	0	6	8	10	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	10	20	50	100	0	0	0	11	25	100	0	0	0	0	10	20	50	100	0	0	0	8	13	20	25	0	0	0	6	8	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	20	13	8	0	0	0	100	50	20	10	0	0	0	0	100	25	11	0	0	0	100	50	20	10	0	0	0	25	20	13	8	0	0	0	11	10	8	6	0	0	0	0	0	0	0	0	0	0
20	25	20	13	8	0	0	50	100	50	20	10	0	0	100	0	100	25	11	0	0	50	100	50	20	10	0	0	20	25	20	13	8	0	0	10	11	10	8	6	0	0	0	0	0	0	0	0	0
13	20	25	20	13	8	0	20	50	100	50	20	10	0	25	100	0	100	25	11	0	20	50	100	50	20	10	0	13	20	25	20	13	8	0	8	10	11	10	8	6	0	0	0	0	0	0	0	0
8	13	20	25	20	13	8	10	20	50	100	50	20	10	11	25	100	0	100	25	11	10	20	50	100	50	20	10	8	13	20	25	20	13	8	6	8	10	11	10	8	6	0	0	0	0	0	0	0
0	8	13	20	25	20	13	0	10	20	50	100	50	20	0	11	25	100	0	100	25	0	10	20	50	100	50	20	0	8	13	20	25	20	13	0	6	8	10	11	10	8	0	0	0	0	0	0	0
0	0	8	13	20	25	20	0	0	10	20	50	100	50	0	0	11	25	100	0	100	0	0	10	20	50	100	50	0	0	8	13	20	25	20	0	0	6	8	10	11	10	0	0	0	0	0	0	0
0	0	0	8	13	20	25	0	0	0	10	20	50	100	0	0	0	11	25	100	0	0	0	0	10	20	50	100	0	0	0	8	13	20	25	0	0	0	6	8	10	11	0	0	0	0	0	0	0
11	10	8	6	0	0	0	25	20	13	8	0	0	0	100	50	20	10	0	0	0	0	100	25	11	0	0	0	100	50	20	10	0	0	0	25	20	13	8	0	0	0	11	10	8	6	0	0	0
10	11	10	8	6	0	0	20	25	20	13	8	0	0	50	100	50	20	10	0	0	100	0	100	25	11	0	0	50	100	50	20	10	0	0	20	25	20	13	8	0	0	10	11	10	8	6	0	0
8	10	11	10	8	6	0	13	20	25	20	13	8	0	20	50	100	50	20	10	0	25	100	0	100	25	11	0	20	50	100	50	20	10	0	13	20	25	20	13	8	0	8	10	11	10	8	6	0
6	8	10	11	10	8	6	8	13	20	25	20	13	8	10	20	50	100	50	20	10	11	25	100	0	100	25	11	10	20	50	100	50	20	10	8	13	20	25	20	13	8	6	8	10	11	10	8	6
0	6	8	10	11	10	8	0	8	13	20	25	20	13	0	10	20	50	100	50	20	0	11	25	100	0	100	25	0	10	20	50	100	50	20	0	8	13	20	25	20	13	0	6	8	10	11	10	8
0	0	6	8	10	11	10	0	0	8	13	20	25	20	0	0	10	20	50	100	50	0	0	11	25	100	0	100	0	0	10	20	50	100	50	0	0	8	13	20	25	20	0	0	6	8	10	11	10
0	0	0	6	8	10	11	0	0	0	8	13	20	25	0	0	0	10	20	50	100	0	0	0	11	25	100	0	0	0	0	10	20	50	100	0	0	0	8	13	20	25	0	0	0	6	8	10	11
0	0	0	0	0	0	0	11	10	8	6	0	0	0	25	20	13	8	0	0	0	100	50	20	10	0	0	0	0	100	25	11	0	0	0	100	50	20	10	0	0	0	25	20	13	8	0	0	0
0	0	0	0	0	0	0	10	11	10	8	6	0	0	20	25	20	13	8	0	0	50	100	50	20	10	0	0	100	0	100	25	11	0	0	50	100	50	20	10	0	0	20	25	20	13	8	0	0
0	0	0	0	0	0	0	8	10	11	10	8	6	0	13	20	25	20	13	8	0	20	50	100	50	20	10	0	25	100	0	100	25	11	0	20	50	100	50	20	10	0	13	20	25	20	13	8	0
0	0	0	0	0	0	0	6	8	10	11	10	8	6	8	13	20	25	20	13	8	10	20	50	100	50	20	10	11	25	100	0	100	25	11	10	20	50	100	50	20	10	8	13	20	25	20	13	8
0	0	0	0	0	0	0	0	6	8	10	11	10	8	0	8	13	20	25	20	13	0	10	20	50	100	50	20	0	11	25	100	0	100	25	0	10	20	50	100	50	20	0	8	13	20	25	20	13
0	0	0	0	0	0	0	0	0	6	8	10	11	10	0	0	8	13	20	25	20	0	0	10	20	50	100	50	0	0	11	25	100	0	100	0	0	10	20	50	100	50	0	0	8	13	20	25	20
0	0	0	0	0	0	0	0	0	0	6	8	10	11	0	0	0	8	13	20	25	0	0	0	10	20	50	100	0	0	0	11	25	100	0	0	0	0	10	20	50	100	0	0	0	8	13	20	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	8	6	0	0	0	25	20	13	8	0	0	0	100	50	20	10	0	0	0	0	100	25	11	0	0	0	100	50	20	10	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	10	8	6	0	0	20	25	20	13	8	0	0	50	100	50	20	10	0	0	100	0	100	25	11	0	0	50	100	50	20	10	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	11	10	8	6	0	13	20	25	20	13	8	0	20	50	100	50	20	10	0	25	100	0	100	25	11	0	20	50	100	50	20	10	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	10	11	10	8	6	8	13	20	25	20	13	8	10	20	50	100	50	20	10	11	25	100	0	100	25	11	10	20	50	100	50	20	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	10	11	10	8	0	8	13	20	25	20	13	0	10	20	50	100	50	20	0	11	25	100	0	100	25	0	10	20	50	100	50	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	10	11	10	0	0	8	13	20	25	20	0	0	10	20	50	100	50	0	0	11	25	100	0	100	0	0	10	20	50	100	50
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	10	11	0	0	0	8	13	20	25	0	0	0	10	20	50	100	0	0	0	11	25	100	0	0	0	0	10	20	50	100
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	8	6	0	0	0	25	20	13	8	0	0	0	100	50	20	10	0	0	0	0	100	25	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	10	8	6	0	0	20	25	20	13	8	0	0	50	100	50	20	10	0	0	100	0	100	25	11	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	11	10	8	6	0	13	20	25	20	13	8	0	20	50	100	50	20	10	0	25	100	0	100	25	11	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	10	11	10	8	6	8	13	20	25	20	13	8	10	20	50	100	50	20	10	11	25	100	0	100	25	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	10	11	10	8	0	8	13	20	25	20	13	0	10	20	50	100	50	20	0	11	25	100	0	100	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	10	11	10	0	0	8	13	20	25	20	0	0	10	20	50	100	50	0	0	11	25	100	0	100
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	10	11	0	0	0	8	13	20	25	0	0	0	10	20	50	100	0	0	0	11	25	100	0

0	6913	6173	7018	7324	9085	7340	6901	9234	9153	3775	6493	7604	9960	7370	5170	6993	7233	6753	6792	6924	11487	7214	7653	6383	5046	7119	9786	9127	8024	6994	6884	4667	6633	7515	6005	6745	8917	5555	8172	5646	5822	5818	4220	8616	5828	6548	9724	5745
8007	0	8017	9727	5477	9674	6504	5593	5726	10075	5414	6362	8113	8421	7267	6049	6716	5259	5085	4610	7590	9504	7075	10169	7703	7344	7031	10124	7661	8129	8268	7014	5613	6668	9311	6898	5674	6708	6592	7818	5616	4689	6305	5203	9324	5132	6869	8506	7553
5703	6573	0	8700	6785	7350	7649	4727	8102	7828	4724	5576	8699	9528	7514	6438	6401	6952	6830	4921	6996	7905	7527	8644	5918	6590	5705	8607	6089	8056	6476	7071	3299	6262	8810	5335	5625	7096	7056	7982	5082	6703	7557	4615	7685	5303	5881	9454	4750
6383	8605	8678	0	7186	5514	6877	7228	7824	8281	4404	7790	9322	8800	5847	5030	5076	7041	7112	6143	5441	8712	7276	6723	5855	5230	6795	9373	10135	9786	7064	6032	4862	4923	5483	5791	5327	10198	6871	8176	6416	5380	5716	6475	6027	5895	6387	9394	6109
8484	6098	7726	7854	0	7104	3784	4017	5805	7355	4697	5919	8210	8861	6442	5308	6840	6815	6462	4927	5140	6995	6422	8674	6601	5284	6396	9095	6410	7542	6035	7705	3883	4781	6638	8313	4764	7247	6602	6217	3540	6484	5202	3524	4322	3786	6008	8306	4830
9275	8946	7756	6222	6543	0	8275	6198	8066	9184	5200	4872	9521	8157	7941	7093	6573	6547	6268	4741	6522	5716	5902	9719	5076	6664	5876	9540	7075	7887	6053	7596	4922	5126	6336	8496	6774	9214	4886	8048	6842	6157	7703	5917	6152	3888	6179	8830	5471
8166	6093	8684	7203	4069	8535	0	6778	4936	11310	4531	6798	7989	9434	7248	4860	5584	5828	4608	4744	5566	10047	6413	6949	5646	6458	5898	10476	7971	8477	8319	7187	5588	5778	8067	6398	6919	6776	6448	6321	4267	5734	6922	5752	5665	5797	6754	7946	7284
8203	6778	8230	8974	7154	9202	9282	0	7404	9010	5441	9016	7257	8604	8233	3680	7238	4473	3542	5986	6372	9450	5132	8762	6869	5676	5904	11282	6894	7982	7922	7851	5778	6345	7829	6773	7055	7812	9726	7598	5078	4339	5833	5463	7908	5831	5599	8648	6343
9899	5231	9589	8563	7136	8691	4829	4867	0	9647	5263	5486	9753	9144	6434	5632	6635	3858	4973	4194	6662	7295	5139	9011	7715	7016	5294	9914	8030	10603	7167	4452	5915	6374	7733	7357	6086	8662	5713	5804	3840	5471	6929	5517	6311	5287	5249	9433	7209
5730	5456	5984	5295	6140	6869	7068	4816	6279	0	5020	5392	6279	5322	5106	2985	7195	5352	5143	4845	6066	6598	4752	5993	5504	5266	5901	6480	6805	6466	5842	4942	4900	7007	6807	5766	3414	7297	7179	6042	4379	4101	5334	5646	6506	6104	5551	7139	5616
8582	9430	10294	9345	7698	10238	8480	7773	9296	12997	0	9965	9666	11623	6792	5593	6106	5643	6350	9082	7072	10148	7700	8003	5756	6048	7693	13925	8007	10579	11000	8455	6562	8138	9560	6246	8110	7362	8006	9494	7125	5445	5510	6336	9924	5793	7987	8597	9309
8818	8115	8508	11258	7688	7180	8411	8860	7822	11114	7028	0	11591	10749	10297	7116	8315	5388	5115	5165	8321	8226	6839	9755	7754	6602	4506	11631	8439	9592	6619	7867	5802	6356	10749	7697	4874	10351	5519	7978	6443	6023	7387	6751	9561	6065	6173	9304	7967
6431	5562	7316	6776	5647	7031	5916	4584	6681	6496	5016	6272	0	6210	4587	4270	5111	4205	4903	6317	6533	5601	4820	7393	5580	6245	5289	7537	6019	6457	5269	7145	3942	5344	4018	5934	4175	7027	7021	7770	5397	6422	3916	3110	6744	3658	5757	6448	6870
6942	4898	7183	5035	6041	5169	6089	5017	6344	6284	4656	5294	5511	0	3213	3969	5753	4642	6660	4809	6729	6851	6017	6585	5095	5269	5661	7477	4918	6012	5714	6330	4346	4657	6395	5206	5169	6372	6413	8366	5231	4728	4546	4794	6835	4519	4203	7106	5421
