        125

  0 29 23 24  3 36 19 26  0  0 10  1 38  0 38  0  0  0 24  0 19 26  0 26 36 26  0 26 29  0  0  0  0  0  0  0  0 36  0  0  0 38 29  9 29 36  0  7  0 26 26  0  0 29 36  0 36 38  0  0 23  0  0 36 29  0  0 17 17  0  0 38  0 36 19  0 29  0  0  0 29 36  0 38 26  0 36 29  0  0  0  0  0 29 38  0 29 36  0  0  0 29  0 26  0 26 36  0  0 17 38 38  0 38  0 26  0 26 38 38  0  3  0 36  0
 29  0  0  0 29  0  0  0 29 19  0 40  0 16  0 40 41 40  0 41  0  0 40  0  0  0 40  0  0  5 41 29 41 40 40 29 41  0 40 41 23  0  7  0  0  0 41  0 41  0  0 16 40  0  0 41  0  1 23 23  0  4 29  0  0 40 41  0  1 29 40  0 41  0  0 40  0 41 19 29  1  0 29  0  0 41  0  0 16 19 41 41 41  4  0 40  0  0 41 41 41  0 41  0 41  0  0 41 41  0  0  0 29  0 15  0 29  0  0  0 15 29 41  0 41
 23  0  0  0 16  0  0  0  4 29  0 26  0 29  0 26 36 26  1 36  0  0 26  0  0  1 26  0  0 29 36 15 38 26 26  6 36  0 26 36 29  0  0  0  0  0 38  0 38  0  0 29 26  0  0 38  0  0 29 29  9 29 18  0  0 26 36  0  0 16 26  0 38  0  0 26  0 38 29  4  0  0 18  0  0 38  0  0 29 29 38 38 36  0  0 26  0  0 36 36 38  0 36  0 36  0  0 38 38  0  0  0 15  0 29  0 15  0  0  0 29 23 38  0 36
 24  0  0  0 15  0  0  0 15 29  0 26  1 29  1 26 36 26  2 36  0  0 26  0  0  0 26  0  1 29 36  7 38 26 26 15 36  0 26 36 29  0  0  0  1  0 38  0 38  0  0 29 26  0  0 38  0  0 29 29  0 29 11  0  0 26 36  0  0 15 26  0 38  0  0 26  0 38 29 15  0  0 11  0  0 38  0  0 29 29 38 38 36  0  0 26  0  0 36 36 38  0 36  0 36  0  0 38 38  0  0  0  3  0 29  1  6  0  0  0 29 24 38  0 36
  3 29 16 15  0 36 15 26  0  0 17  0 38  0 38  0  0  0 15  0 15 26  0 26 36 26  0 26 29  0  0  0  0  0  0  0  0 36  0  0  0 38 29 17 29 36  0 17  0 26 26  0  0 29 36  0 36 38  0  0 16  0  4 36 29  0  0  1  1  7  0 38  0 36 15  0 29  0  0  0 29 36  0 38 26  0 36 29  0  0  0  0  0 29 38  0 29 36  0  0  0 29  0 26  0 26 36  0  0  1 38 38  0 38  0 26  0 26 38 38  0  0  0 36  0
 36  0  0  0 36  0  0  0 36 41  0 27  0 41  0 27 11 27  0 11  0  0 27  0  0  0 27  0  0 41 25 36 27 27 27 36 19  0 27 11 41  0  0  0  0  0 27  0 27  0  0 41 27  0  0 27  3  0 41 41  0 41 36  0  0 27 19  0  0 36 27  0 27  0  0 27  0 27 41 36  0  0 36  0  0 27  0  0 41 41 27 27 25  0  0 27  0  0  3 24 27  0 24  0  4  0  0 27 27  0  0  0 36  0 41  0 36  0  0  0 41 36 27  5  8
 19  0  0  0 15  0  0  0 18 29  3 26  0 29  0 26 36 26  0 36  7  0 26  0  0  0 26  0  0 29 36 11 38 26 26 18 36  0 26 36 29  0  0  0  0  0 38  0 38  0  0 29 26  0  0 38  0  0 29 29  0 29 10  0  0 26 36  3  0 15 26  0 38  0  8 26  0 38 29 18  0  0  8  0  0 38  0  0 29 29 38 38 36  0  0 26  0  0 36 36 38  0 36  0 36  0  0 38 38  0  0  0 11  0 29  0 11  0  0  0 29 19 38  0 36
 26  0  0  0 26  0  0  0 26 40  0 23  0 40  0 22 27 19  0 27  0  0 13  0  0  0 13  0  0 40 27 26 34 22 13 26 27  0 19 27 40  0  0  0  0  0 34  0 34  0  0 40  2  0  0 34  0  0 40 40  1 40 26  0  0  9 27  0  0 26  8  0 34  0  0 19  0 34 40 26  0  0 26  0  0 34  0  0 40 40 34 34 27  0  0 23  0  0 27 27 34  0 27  1 27  7  0 34 34  0  0  0 26  0 40  0 26  0  0  0 40 26 34  2 27
  0 29  4 15  0 36 18 26  0  0 23  0 38  0 38  0  0  0 15  0 18 26  0 26 36 26  0 26 29  0  0  0  0  0  1  6  0 36  0  0  1 38 29 23 29 36  0 23  0 26 26  0  0 29 36  0 36 38  0  0  4  0  0 36 29  0  0 16 16  0  0 38  0 36 18  0 29  0  0  2 29 36  0 38 26  0 36 29  0  0  0  0  0 29 38  0 29 36  0  0  0 29  0 26  0 26 36  0  0 16 38 38  0 38  0 26  1 26 38 38  0  0  0 36  0
  0 19 29 29  0 41 29 40  0  0 29  0 41  0 41  0  0  0 29  0 29 40  0 40 41 40  0 40 10  0  0  0  0  0  0  0  0 41  0  0  0 41 19 29 21 41  0 29  0 40 40  0  0 20 41  0 41 41  1  0 29  0  0 41  1  0  0 29 29  0  0 41  0 41 29  0 20  0 10  0 20 41  0 41 40  0 41 21  0  5  0  0  0 19 41  0 23 41  0  0  0 23  0 40  0 40 41  0  0 29 41 41  0 41  0 40  0 40 41 41  0  0  0 41  0
 10  0  0  0 17  0  3  0 23 29  0 26  0 29  0 26 36 26  0 36  0  1 26  1  0  0 26  0  0 29 36 24 38 26 26 23 36  0 26 36 29  0  0 10  0  0 38  6 38  0  0 29 26  0  0 38  0  0 29 29  0 29 19  0  0 26 36  2  0 17 26  0 38  0  0 26  0 38 29 23  0  0 19  0  0 38  0  0 29 29 38 38 36  0  0 26  0  0 36 36 38  0 36  0 36  0  0 38 38  0  0  0 24  0 29  0 24  0  0  0 29  6 38  0 36
  1 40 26 26  0 27 26 23  0  0 26  0 34  0 34  0  0  0 26  0 26 24  0  7 27 21  0  3 40  0  0  0  0  0  0  0  0 27  0  0  0 34 40 26 40 27  0 26  0 14 24  0  0 40 27  0 27 34  0  0 26  0  0 27 40  0  0 26 26  0  0 34  0 27 26  0 40  0  0  0 40 27  0 34 24  0 27 40  0  0  0  0  0 40 34  3 40 27  0  0  0 40  0 14  0 23 27  1  0 26 34 34  0 34  0 21  0  4 34 34  0  0  0 27  0
