        125

  0 34 36  0 23  0 28 36  0  0 16 36 34  0  0 31  0 28 31  0 28 18  0  0 31  1  0  0  0 23 18  1 34  9  0 28  0 31  2  0 34 28 31 31  0 31 31  0 23 34 31  0  0  0 28  0  0  1 36  0 28 31 12  0  0 34 34  0 31  0  0  0 12  0 36 12  0 36  0 34 36 28 28 36  0 36  0  0  0 31 34 34  0  0  7 34  2 34  1 34  0 28 28  0  0  0  0 36  0  0 28 36  0  0  0 36 16 36 28  0  0  0  0  0  0
 34  0  0 33  0 13  0  0 34 33  0  0  0 35 35  0 33  0  0  2  0  0 34 34  0 38 38 33 13  0  0 35  0  0 11  2 14  0 34 34  0  0  0  0 33  0  0  5  0  0  0 14 13 35  0 35 33 34  0 38  0  0  0 34 21  0  2 38  0 35 34 11  0 33  0  0 38  0 38  0  0  0  0  0 33  0 38 35 38  0  0  0 33 35  0  3 38  0 34  0 35  0  0 35 33 38 35  0 38 21  0  0 33 34 33  1  0  0  0 34 34 38  3 35 38
 36  0  0 15  0 33  0  0 36 19  0  0  0 29 29  0 15  0  0 33  0  0 36 36  0 31 31 18 33  0  0 29  0  0 33  0 33  0 36 36  0  0  0  0 18  0  0 33  0  0  0 33 33 29  0 29 19 36  0 31  0  0  0 36 33  0  0 31  0 29 36 33  0  4  0  0 31  2 31  0  0  0  0  0  1  0 31 29 31  0  0  0 21 29  0  0 31  0 36  0 29  0  0 29 19 31 29  0 31 33  0  5 21 36 18  0  0  0  0 36 36 31 33 29 31
  0 33 15  0 36  0 29 19  0  0 36 24 33  0  0 31  6 29 31  0 29 36  0  0 31  0  0  0  0 36 36  0 33 36  0 29  0 31  0  0 33 29 31 31  0 31 31  0 36 33 31  0  0  0 29  0  0  0 16  0 29 31 36  0  0 33 33  0 31  0  0  0 36  4  3 36  0 15  0 33 19 29 29  8  0 16  0  0  0 31 33 33  1  0 36 33  0 33  0 33  1 29 29  1  0  0  0  3  0  0 29 15  0  0  0 24 36 19 29  0  0  0  0  0  0
 23  0  0 36  0 34  0  0  7 36  0  0  0 28 28  0 36  0  0 34  0  0 13 14  0 31 31 36 34  5  0 28  0  0 34  0 34  0 23 15  0  0  0  0 36  0  0 34  3  0  0 34 34 28  0 28 36 23  0 31  0  0  0  2 34  0  0 31  0 28 15 34  0 36  0  0 31  0 31  0  0  0  0  0 36  0 31 28 31  0  0  0 36 28  0  0 31  0 13  1 28  2  0 28 36 31 28  0 31 34  0  1 36 14 36  0  0  0  0 13 14 31 34 28 31
  0 13 33  0 34  0 35 33  0  0 34 33 21  0  0 38  0 35 38  0 35 34  0  0 38  0  0  0  4 34 34  0 14 34  0 35  0 38  0  0 14 35 38 38  0 38 38  0 34  5 38  0  6  0 35  0  0  0 33  0 35 38 34  0  0 21  9  0 38  0  0  0 34  0 33 34  0 33  0 21 33 35 35 33  0 33  0  0  0 38 25 25  0  0 34 13  0 14  0 25  0 35 35  0  0  0  0 33  0  0 35 33  0  0  0 33 34 33 35  0  0  0  1  0  0
 28  0  0 29  0 35  0  0 28 29  0  0  0 13 13  0 29  0  0 35  1  0 28 28  0 37 37 29 35  0  0 23  0  0 35  0 35  0 28 28  0  4  0  0 29  0  0 35  0  0  0 35 35 16  0  4 29 28  0 37  0  0  0 28 35  0  0 37  0 23 28 35  0 29  0  0 37  0 37  0  0  0  4  0 29  0 37 13 37  0  0  0 29 23  0  0 37  0 28  0 16  0  0  6 29 37 23  0 37 35  0  0 29 28 29  0  0  0  0 28 28 37 35 23 37
 36  0  0 19  0 33  0  0 36 12  0  0  0 29 29  0 19  0  0 33  0  0 36 36  0 31 31 13 33  0  0 29  0  0 33  0 33  0 36 36  0  0  0  0 13  0  0 33  0  0  0 33 33 29  0 29 12 36  0 31  0  0  0 36 33  0  0 31  0 29 36 33  0 21  1  0 31  0 31  0 10  0  0  0 21  0 31 29 31  0  0  0 10 29  0  0 31  0 36  0 29  0  0 29 12 31 29  0 31 33  0  0  9 36 13  0  0  3  0 36 36 31 33 29 31
  0 34 36  0  7  0 28 36  0  0 14 36 34  0  0 31  0 28 31  0 28 13  0  0 31  0  0  0  0  9 13  0 34 23  0 28  0 31  0  3 34 28 31 31  0 31 31  0  3 34 31  0  0  0 28  0  0  0 36  0 28 31 15  9  1 34 34  0 31  0  0  0 15  0 36 15  0 36  0 34 36 28 28 36  0 36  0  0  0 31 34 34  0  0 23 34  0 34  0 34  0 28 28  0  0  0  1 36  0  0 28 36  0  0  0 36 14 36 28  0  0  0  0  0  0
  0 33 19  0 36  0 29 12  0  0 36 19 33  0  0 31  0 29 31  0 29 36  0  0 31  0  0  0  0 36 36  0 33 36  0 29  0 31  0  0 33 29 31 31  0 31 31  0 36 33 31  0  0  0 29  0  9  0  3  0 29 31 36  0  0 33 33  1 31  0  0  0 36  0 16 36  0 19  0 33 12 29 29 16  0  3  0  0  0 31 33 33  0  1 36 33  0 33  0 33  0 29 29  0  6  0  0 16  0  0 29 19  0  0  0 19 36 12 29  0  0  0  0  0  0
 16  0  0 36  0 34  0  0 14 36  0  0  0 28 28  0 36  0  0 34  0  2 13  2  0 31 31 36 34  0  0 28  0  1 34  0 34  0 16 16  0  0  2  0 36  0  0 34  0  0  0 34 34 28  0 28 36 16  0 31  0  0  0 14 34  0  1 31  0 28 16 34  0 36  0  0 31  0 31  0  0  0  0  0 36  0 31 28 31  0  0  0 36 28  0  0 31  0 13  0 28  0  0 28 36 31 28  0 31 34  0  0 36 10 36  0  2  0  0 13 10 31 34 28 31
